,sample_size,kernel,weights,cor,res,time_outer,time_w,time_e
33,10,gaussian,"[-0.03171223  0.20407457 -0.22398646  0.26462617  0.36335914  0.19604774
 -0.14038698  0.25266083 -0.51507368 -0.07759551]","[0.15023028 0.15730469 0.11076748 0.12244078 0.00763643 0.04463779
 0.10246148 0.0744713  0.11531621 0.11005391]","[0.42488486 0.42134765 0.44461626 0.43877961 0.49618179 0.47768111
 0.44876926 0.46276435 0.44234189 0.44497304]","[0.03117347 0.53347707 0.07857156 0.04728675 0.03127217 0.0629158
 0.06253099 0.09419394 0.04732251 0.10981297]","[0.         0.12539959 0.04690814 0.01152205 0.01564407 0.
 0.         0.03927064 0.01562548 0.08267164]","[0.         0.33255219 0.01604557 0.01562476 0.         0.01562238
 0.01562572 0.03127599 0.00202322 0.01562214]"
34,10,gaussian,"[-0.12397513  0.07120285 -0.10881345 -0.03644963  0.49110885  0.2394972
 -0.20595347  0.13146864 -0.43929073  0.04542501]","[0.17280457 0.09617093 0.09579619 0.00903732 0.13131892 0.081665
 0.09096389 0.13604793 0.04263862 0.00968078]","[0.41359772 0.45191453 0.4521019  0.49548134 0.43434054 0.4591675
 0.45451805 0.43197604 0.47868069 0.49515961]","[0.03124666 4.00673461 0.06294894 0.62943101 0.07857728 0.07856059
 0.07854962 0.06250048 0.03829193 0.06293893]","[0.01561809 2.83932734 0.01604724 0.40071869 0.0690546  0.04377532
 0.04728436 0.01563311 0.00702    0.03125119]","[0.         0.68037367 0.01565027 0.17232084 0.00952268 0.01564431
 0.01561785 0.03124213 0.01565123 0.01603937]"
35,10,gaussian,"[-0.07500919  0.29321867 -0.2535671   0.08214184  0.48937975  0.05585758
  0.1148476   0.61759869 -0.40267596 -0.38488664]","[ 0.17060478  0.10595695  0.15246849  0.1665311   0.05478929  0.10662618
  0.19403116  0.10044394 -0.00924637  0.03145003]","[0.41469761 0.44702153 0.42376576 0.41673445 0.47260535 0.44668691
 0.40298442 0.44977803 0.50462319 0.48427498]","[0.03124714 0.0473032  4.38386083 0.06253171 0.0785656  3.678895
 0.03327465 0.06252313 0.07856131 0.06293821]","[0.01562333 0.0105226  2.64406896 0.         0.06252289 2.58056188
 0.         0.04689908 0.03926444 0.03127003]","[0.         0.01563168 1.08806515 0.         0.00302029 0.6387372
 0.01562858 0.         0.02366948 0.        ]"
36,10,gaussian,"[ 0.07494672  0.0855403  -0.26113142  0.28648405  0.69677841  0.19452225
 -0.55244566  0.50053121 -0.60868757 -0.33043728]","[0.18228765 0.14768106 0.14538202 0.07999924 0.20683476 0.1484374
 0.11508795 0.11976565 0.07049535 0.10396573]","[0.40885617 0.42615947 0.42730899 0.46000038 0.39658262 0.4257813
 0.44245603 0.44011717 0.46475232 0.44801713]","[0.04687524 4.19075084 0.04380417 0.04729247 3.97456551 0.04731321
 0.06250381 0.06293154 0.09681797 0.0473001 ]","[0.03124499 2.71219254 0.01562285 0.02514553 2.80125427 0.01563168
 0.03125095 0.03428388 0.07217717 0.03124881]","[0.         0.91489458 0.         0.01562738 0.53297639 0.
 0.         0.02864766 0.0246408  0.0125289 ]"
37,10,gaussian,"[-0.14225933 -0.18909756  0.01371922 -0.08757537  0.66357019 -0.13553612
 -0.1859345   0.55630852 -0.57168601 -0.10253164]","[0.17459412 0.0919524  0.16188923 0.09413853 0.17312152 0.20209271
 0.0234323  0.12064113 0.04170109 0.02528118]","[0.41270294 0.4540238  0.41905539 0.45293073 0.41343924 0.39895364
 0.48828385 0.43967943 0.47914946 0.48735941]","[0.03124666 4.49341273 0.07855558 0.07856846 0.04687858 0.87619162
 0.44301701 0.06142211 0.10983658 0.12588   ]","[0.01562119 2.68205452 0.04278326 0.03170085 0.         0.1882596
 0.03131247 0.03130579 0.07004237 0.11025906]","[0.         1.27816558 0.02015448 0.03125048 0.         0.68793201
 0.03274488 0.         0.03127003 0.01562095]"
38,10,gaussian,"[-0.27111961  0.15365976 -0.15126978  0.25382578  0.43228845  0.02185265
 -0.03044135  0.25534084 -0.72712791 -0.75266283]","[0.17030151 0.09486515 0.21061467 0.12708557 0.1913473  0.1702938
 0.08512977 0.08387795 0.13896798 0.06848692]","[0.41484924 0.45256742 0.39469267 0.43645721 0.40432635 0.4148531
 0.45743511 0.45806103 0.43051601 0.46575654]","[0.03125787 0.06294441 0.20400119 3.6611433  0.0468986  0.04730392
 3.0901053  0.10980964 3.9092865  0.04687452]","[0.03125787 0.01566195 0.17276525 2.57967877 0.0312686  0.03167772
 2.62704682 0.05139685 2.52688003 0.03124666]","[0.         0.01604915 0.03123593 0.44801068 0.         0.01562619
 0.06903529 0.01564264 0.81739879 0.01562786]"
39,10,gaussian,"[ 0.02953209  0.18267219 -0.23396116  0.28193084  0.86317252 -0.14108778
 -0.41831208  0.47075716 -0.61800883 -0.18212647]","[0.17500237 0.19960725 0.17396994 0.07231637 0.22127477 0.0741382
 0.10832794 0.10867864 0.06563708 0.11533059]","[0.41249882 0.40019638 0.41301503 0.46384181 0.38936261 0.4629309
 0.44583603 0.44566068 0.46718146 0.4423347 ]","[0.03127408 0.07855964 0.04859257 0.04732084 0.12544441 0.0472877
 0.04690146 0.03166461 0.06253004 6.24330258]","[1.56247616e-02 1.56247616e-02 1.16157532e-03 4.23007011e-02
 4.22704220e-02 1.56223774e-02 1.56509876e-02 0.00000000e+00
 4.69081402e-02 4.98147750e+00]","[0.         0.03124714 0.01618028 0.         0.05192351 0.01714683
 0.         0.02314472 0.0156219  0.72610879]"
40,10,gaussian,"[ 0.03564943  0.14201346 -0.25791305 -0.068017    0.65216822 -0.09320035
  0.13194557  0.76021509 -0.39578625 -0.26574366]","[ 0.2003979   0.13765858  0.17190408  0.18053913  0.18013492  0.0502116
  0.12033197  0.06887848 -0.00225638  0.05215421]","[0.39980105 0.43117071 0.41404796 0.40973043 0.40993254 0.4748942
 0.43983401 0.46556076 0.50112819 0.4739229 ]","[0.03124571 4.38304043 0.09417677 0.06295061 0.04687405 0.09929538
 6.80009937 0.05791926 0.04226851 0.06252837]","[0.         2.70326352 0.06251836 0.06295061 0.         0.04687619
 5.07075143 0.02664709 0.04226851 0.03127909]","[0.         1.14055395 0.01562262 0.         0.01562595 0.
 1.16686368 0.01565218 0.         0.01562762]"
41,10,gaussian,"[-0.08934315  0.46210581 -0.18847966 -0.33434485  0.60220453 -0.17386732
  0.54785959  0.62900156  0.28228645 -0.80940583]","[0.1943008  0.17950442 0.1600608  0.21543692 0.13239044 0.07192277
 0.06364466 0.14990451 0.2643871  0.00687148]","[0.4028496  0.41024779 0.4199696  0.39228154 0.43380478 0.46403861
 0.46817767 0.42504774 0.36780645 0.49656426]","[0.03165722 0.07854056 0.12544036 0.05089331 3.85024452 0.06294131
 0.04687619 3.97416639 0.95704103 0.07051873]","[1.51681900e-03 3.87780666e-02 7.85703659e-02 3.52635384e-02
 2.65299964e+00 0.00000000e+00 3.12561989e-02 2.65604758e+00
 3.51590395e-01 3.12433243e-02]","[0.         0.03124642 0.01561975 0.         0.55641508 0.01502442
 0.         0.77354479 0.56518435 0.015625  ]"
42,10,gaussian,"[-0.00843115 -0.03846454 -0.19770702  0.20330649  0.25649625  0.00297118
  0.48341337  0.51929232 -0.17304283 -0.11769648]","[0.18289256 0.19708597 0.13674728 0.12079649 0.15529754 0.05746403
 0.07387798 0.13038066 0.08294397 0.03103723]","[0.40855372 0.40145702 0.43162636 0.43960175 0.42235123 0.47126798
 0.46306101 0.43480967 0.45852802 0.48448139]","[0.37978387 0.04689813 0.0785737  0.06290865 0.06250095 0.07815456
 0.06294847 4.02249837 0.04730654 0.06250691]","[0.01561761 0.         0.04732442 0.04728889 0.01562285 0.04687953
 0.05342746 2.76288939 0.04730654 0.03125238]","[0.01401973 0.03127337 0.01562595 0.01561975 0.01562357 0.01566005
 0.00952101 0.57870293 0.         0.        ]"
43,10,gaussian,"[-0.05997585  0.25978031 -0.24504484 -0.03317263  0.09951954  0.46275003
  0.25425066  0.50692375 -0.43737082 -0.04140955]","[0.20259268 0.11885175 0.17815759 0.18699871 0.14202191 0.04583168
 0.09134883 0.1224721  0.03637709 0.01232474]","[0.39870366 0.44057413 0.4109212  0.40650064 0.42898904 0.47708416
 0.45432558 0.43876395 0.48181145 0.49383763]","[0.01052189 0.76876545 0.09422827 0.07858515 4.64564228 0.07812619
 0.05642295 0.04731131 0.04686975 0.13446569]","[0.         0.34918523 0.         0.0312829  2.64965487 0.03124762
 0.02513814 0.00351977 0.03124595 0.10581279]","[0.         0.03124237 0.01607823 0.0286479  1.04614305 0.01563191
 0.01565647 0.         0.         0.01302361]"
44,10,gaussian,"[-0.02282754 -0.21833864 -0.10188972 -0.06921511  0.09011369  0.1346091
  0.70393424  0.60215463 -0.10153596  0.12435802]","[0.23267407 0.21162287 0.14667446 0.13134543 0.04633962 0.16971701
 0.06076555 0.10735071 0.06219031 0.04813965]","[0.38366297 0.39418856 0.42666277 0.43432729 0.47683019 0.4151415
 0.46961722 0.44632465 0.46890485 0.47593018]","[0.         0.09418011 0.06250596 0.05743861 0.1571157  0.10983682
 0.10982704 3.21917343 0.0473094  0.04687715]","[0.         0.04730868 0.04687572 0.04180717 0.06088829 0.05491567
 0.06292415 1.74794793 0.01562428 0.03124952]","[0.         0.03124642 0.01563025 0.         0.03128505 0.01562881
 0.01562381 1.23707128 0.00802898 0.        ]"
45,10,gaussian,"[-0.04836422  0.14564309 -0.19796154 -0.24930513 -0.36385472  0.23799183
  0.69366729  0.62985784  0.06250494  0.4077229 ]","[0.11785793 0.24124305 0.15200997 0.11750317 0.15813184 0.20576545
 0.1215598  0.12066317 0.03421742 0.02234588]","[0.44107104 0.37937847 0.42399502 0.44124841 0.42093408 0.39711727
 0.4392201  0.43966841 0.48289129 0.48882706]","[1.27545524 0.06295872 0.12543678 4.08415699 4.00473595 1.85166979
 0.04280758 0.04686785 0.06294632 0.04788303]","[1.02569795 0.         0.09429002 2.36381245 2.61693668 1.02492905
 0.01152515 0.03124499 0.03167129 0.03226018]","[0.01562691 0.01604486 0.01562524 1.03988123 0.79438615 0.56127596
 0.         0.         0.         0.        ]"
46,10,gaussian,"[ 0.09880107 -0.10519181 -0.10430871 -0.82989262 -0.40044591  0.72662629
  0.97183083 -0.05362059  0.04552347  0.07750142]","[ 0.2107935   0.21842288  0.09221122  0.13982242  0.12624755  0.18460282
  0.06284101  0.11523433  0.07896545 -0.22716678]","[0.39460325 0.39078856 0.45389439 0.43008879 0.43687623 0.40769859
 0.46857949 0.44238283 0.46051727 0.61358339]","[0.03125095 0.53946352 4.33622265 0.58079386 0.04967022 0.03168893
 0.37677002 0.03125119 0.06294656 0.62913013]","[0.01562095 0.15352416 2.56943274 0.1449759  0.         0.00402212
 0.0504272  0.01563001 0.01563168 0.30920649]","[0.         0.01562476 1.27255344 0.01664734 0.01779127 0.0120163
 0.03124666 0.         0.01863885 0.26653028]"
47,10,gaussian,"[ 0.08851341 -0.17070636 -0.07843727 -0.16014768 -0.42410254  0.32198317
  0.39165669  0.14437633  0.24950205  0.4920239 ]","[0.14821767 0.14045212 0.10972629 0.12069477 0.15956661 0.06016002
 0.07055246 0.030112   0.03401126 0.07577935]","[0.42589117 0.42977394 0.44513685 0.43965262 0.42021669 0.46991999
 0.46472377 0.484944   0.48299437 0.46211032]","[0.03127432 0.07855129 4.16703391 0.0316937  0.40619397 1.64720273
 0.04731584 0.07152772 0.09419703 0.03124785]","[0.03127432 0.03167367 2.83906674 0.0156517  0.05441499 0.88287878
 0.01564837 0.01562476 0.06252861 0.01562667]","[0.         0.01563382 0.74632668 0.01604199 0.         0.65795755
 0.01864719 0.         0.         0.01562119]"
48,10,gaussian,"[ 0.12091785 -0.15260717 -0.02087218 -0.80981341 -0.38139617  0.22287979
  0.85179345 -0.28347739  0.00764767  0.78824899]","[ 0.12652303  0.10849945  0.08119602  0.17497887  0.0848892   0.15404972
  0.08876423  0.1106397   0.10251542 -0.19687274]","[0.43673849 0.44575028 0.45940199 0.41251056 0.4575554  0.42297514
 0.45561788 0.44468015 0.44874229 0.59843637]","[0.02115607 0.04881382 0.07856965 0.04687738 0.06252289 0.04729676
 0.07815361 3.84243035 0.07853508 0.86239386]","[0.00552511 0.01562858 0.         0.04687738 0.03125501 0.02514601
 0.06252599 2.79991722 0.03166318 0.34586382]","[0.         0.0175612  0.03167057 0.         0.         0.01562667
 0.01562762 0.44891191 0.03125215 0.42276025]"
49,10,gaussian,"[ 0.1674316  -0.47906444 -0.01940853  0.09190577 -0.42026437  0.02607218
  0.28838059 -0.74269259  0.38354222  0.62861194]","[0.12539626 0.10687337 0.11043811 0.14852448 0.15330473 0.08740776
 0.04789923 0.08879868 0.14500484 0.25268386]","[0.43730187 0.44656331 0.44478094 0.42573776 0.42334763 0.45629612
 0.47605039 0.45560066 0.42749758 0.37365807]","[0.0156548  0.03124642 0.06297159 0.04687905 0.0539186  0.03165174
 0.0468936  0.0629487  6.38382268 0.21963215]","[0.         0.         0.02869177 0.01562619 0.022645   0.01602936
 0.01564455 0.05242753 5.3162446  0.07856154]","[0.         0.01561832 0.01866364 0.01562476 0.01564598 0.01562238
 0.01562381 0.         0.50144553 0.11042547]"
50,10,gaussian,"[ 0.13700209 -0.28451764 -0.11268504  0.0924639  -0.55788556  0.1984694
  0.33230502 -0.48989449  0.29029678  0.47484429]","[0.12503062 0.1361804  0.11639222 0.1112784  0.16850641 0.09238992
 0.15805783 0.05693717 0.11558374 0.0860854 ]","[0.43748469 0.4319098  0.44180389 0.4443608  0.4157468  0.45380504
 0.42097108 0.47153142 0.44220813 0.4569573 ]","[0.03166366 0.04690242 4.25417352 0.0468998  0.06293273 0.06301522
 0.06241775 0.06296206 0.0941968  0.06291461]","[0.00701761 0.01563025 2.57522297 0.         0.02166152 0.01562023
 0.01551795 0.03167534 0.07815385 0.04989552]","[0.         0.         1.04729486 0.01565313 0.         0.03125381
 0.03127289 0.01564884 0.01604295 0.        ]"
51,10,gaussian,"[-0.08751156 -0.21016085 -0.0138896   0.06904753 -0.29251     0.08717951
 -0.30268213  0.53665989  0.32881879  0.77725316]","[0.15780093 0.15121116 0.12311198 0.10765433 0.11063649 0.08342734
 0.09521354 0.14949124 0.13261252 0.05867952]","[0.42109954 0.42439442 0.43844401 0.44617283 0.44468176 0.45828633
 0.45239323 0.42525438 0.43369374 0.47066024]","[0.01562691 4.11681914 0.06294966 0.07855415 4.19482183 0.06294012
 0.03124642 0.06294942 0.09418845 0.08124423]","[0.         2.73232961 0.03124523 0.0160358  2.59473562 0.03429627
 0.         0.03480077 0.07204843 0.04730701]","[0.         0.88627291 0.01402831 0.03124762 1.05046988 0.01562238
 0.01562047 0.0125227  0.00652242 0.01828599]"
52,10,gaussian,"[ 0.07975128 -0.05231686 -0.05611906 -0.791845    0.67547635  0.52014518
  0.94075331 -0.05998443  0.01204387  0.9199046 ]","[0.16795157 0.11738069 0.14795513 0.18210989 0.06281633 0.07255912
 0.1976885  0.16232316 0.35783656 0.02046914]","[0.41602422 0.44130966 0.42602243 0.40894505 0.46859183 0.46372044
 0.40115575 0.41883842 0.32108172 0.48976543]","[0.04687309 4.2090261  0.10979962 0.03729844 0.04738998 0.04690766
 0.03166294 0.06253028 1.6319356  0.07814741]","[0.01562476 2.90537453 0.03124952 0.00602555 0.01614213 0.03126049
 0.         0.06253028 1.00727224 0.04689956]","[0.         0.68445897 0.04730868 0.01565337 0.03124785 0.01564717
 0.02214527 0.         0.35113144 0.03124785]"
53,10,gaussian,"[ 0.107813   -0.53332537  0.0375329  -0.05884531  0.49158246  0.2787087
  0.25215308 -0.26232908  0.57856632  0.1609633 ]","[0.16856845 0.16270671 0.12267714 0.16410433 0.15369725 0.22831924
 0.15536375 0.04222421 0.13838468 0.07847144]","[0.41571577 0.41864665 0.43866143 0.41794783 0.42315138 0.38584038
 0.42231812 0.47888789 0.43080766 0.46076428]","[0.01565337 0.06249595 3.74920368 0.1098206  0.04730296 0.0625031
 6.73995876 0.09420538 0.04687262 0.06293702]","[0.         0.01562405 2.29613829 0.03480959 0.01563168 0.01562428
 5.13478231 0.05342841 0.015625   0.04731607]","[0.         0.         0.97037244 0.04686666 0.01865053 0.01563144
 1.00053477 0.03125691 0.03124762 0.01562095]"
54,10,gaussian,"[ 0.00834029 -0.2379353  -0.094712    0.34647712  0.29620284  0.04037569
 -0.36172542  0.04992231  0.71084613 -0.61325373]","[ 0.18732097  0.09591806  0.1193481   0.10045306  0.09755917  0.13935427
  0.02931716  0.14033333  0.17211456 -0.10184343]","[0.40633952 0.45204097 0.44032595 0.44977347 0.45122041 0.43032287
 0.48534142 0.42983334 0.41394272 0.55092172]","[0.03166676 3.94230413 4.11452651 2.92491913 0.04689217 2.66786528
 0.19099021 0.02867341 0.06249857 0.0695436 ]","[0.01562095 2.59503937 2.60686827 1.76536989 0.         1.73745298
 0.12190557 0.         0.04687023 0.0695436 ]","[0.         0.78614426 0.89984536 0.73998213 0.01562119 0.44434237
 0.01562214 0.         0.01562834 0.        ]"
55,10,gaussian,"[ 0.24095286 -0.47580289 -0.12262488  0.15484934  0.68052572 -0.0750139
  0.19578794 -0.0966796   0.52998021 -0.46234557]","[0.19759015 0.17847959 0.14750608 0.21138015 0.09904956 0.15126262
 0.14266788 0.15878837 0.03494141 0.12329319]","[0.40120492 0.4107602  0.42624696 0.39430993 0.45047522 0.42436869
 0.42866606 0.42060581 0.4825293  0.4383534 ]","[0.03169847 0.03125048 0.06293392 0.06291676 0.03124952 0.28473711
 0.03322744 0.04689956 0.07854629 0.03125405]","[0.01604962 0.01562548 0.02614355 0.04276466 0.         0.0599184
 0.01562405 0.03122902 0.05490637 0.03125405]","[0.         0.         0.02114058 0.         0.01563263 0.01828575
 0.         0.         0.00801587 0.        ]"
56,10,gaussian,"[ 0.22663992 -0.40846148 -0.02464799 -0.28354438  0.75463327 -0.18326217
  0.65384257 -0.56753957  0.4472362  -0.19714303]","[0.13110152 0.17595174 0.16750569 0.06466427 0.14731953 0.15577578
 0.08832249 0.29389341 0.04830246 0.15144692]","[0.43444924 0.41202413 0.41624716 0.46766787 0.42634024 0.42211211
 0.45583875 0.3530533  0.47584877 0.42427654]","[0.7374413  0.03114295 0.14109087 1.75722694 0.03128815 2.8656249
 0.0625248  0.31422544 0.04687643 4.33698249]","[0.41209602 0.         0.07856894 0.40619278 0.         1.82236481
 0.03127217 0.08557224 0.03124785 3.3157537 ]","[0.         0.0156219  0.01562428 1.29210806 0.0156486  0.55980921
 0.01562357 0.20050669 0.         0.56342959]"
57,10,gaussian,"[ 0.18135942 -0.32415764 -0.01613193 -0.00873845  0.63077734 -0.26279567
  0.02409303 -0.32198744  0.60657157 -0.50091457]","[ 0.16217194  0.18627211  0.19675282  0.15665824  0.05279989 -0.00104994
  0.15327759  0.13903356  0.02815132  0.10261234]","[0.41891403 0.40686395 0.40162359 0.42167088 0.47360005 0.50052497
 0.4233612  0.43048322 0.48592434 0.44869383]","[0.01564837 0.06250477 0.03126669 2.87783647 0.03384542 0.0317595
 0.03116202 0.04687357 0.03167987 4.52343774]","[0.         0.         0.01562142 1.79057074 0.01821828 0.
 0.03116202 0.03125    0.00651813 3.47193527]","[0.         0.03125358 0.         0.63806844 0.         0.01562071
 0.         0.         0.00951457 0.69452333]"
58,10,gaussian,"[ 0.14838994  0.01609309 -0.23802502  0.4557245   0.48591248 -0.32013456
 -0.37697864  0.41124974  0.5929053  -0.78150163]","[0.18580431 0.12888371 0.17999434 0.09079882 0.04205625 0.198428
 0.12427316 0.06447383 0.17244115 0.04297323]","[0.40709785 0.43555815 0.41000283 0.45460059 0.47897187 0.400786
 0.43786342 0.46776308 0.41377943 0.47851339]","[0.01603746 2.92168927 0.03125143 0.12547731 0.0629909  0.06290245
 0.04902196 0.0472784  0.06250024 0.03168726]","[0.         1.87760806 0.01563025 0.0941503  0.02621102 0.03226185
 0.01652765 0.02664208 0.03125215 0.03168726]","[0.         0.60019708 0.01562119 0.03132701 0.00552416 0.
 0.         0.0050168  0.         0.        ]"
59,10,gaussian,"[ 0.18146274 -0.40621667 -0.05783265  0.38908205  0.33505164  0.12492799
 -0.86565179  0.33195492  0.18733704  0.51654881]","[0.18957731 0.1294251  0.13065157 0.08049178 0.06162369 0.12290615
 0.16157012 0.12503989 0.22110669 0.04620534]","[0.40521135 0.43528745 0.43467421 0.45975411 0.46918816 0.43854692
 0.41921494 0.43748006 0.38944665 0.47689733]","[0.01561928 0.44926214 2.71455646 0.04687762 0.40806818 0.04731703
 2.84503222 0.04734635 0.20401573 0.04687262]","[0.         0.06142426 1.82739472 0.01568341 0.15712905 0.015625
 1.76473308 0.02116299 0.15260601 0.01562238]","[0.         0.03224611 0.36988211 0.01562524 0.25093913 0.
 0.55243516 0.01052547 0.03126884 0.        ]"
60,10,gaussian,"[ 0.14318936 -0.02238799 -0.18623974  0.63568702  0.24995671 -0.08962996
 -1.11725431 -0.05867114  0.23717365 -0.42421959]","[ 0.17471974  0.12503622  0.10526226  0.17195306  0.1857159   0.08858564
  0.16879393  0.13243149  0.0343683  -0.07940669]","[0.41264013 0.43748189 0.44736887 0.41402347 0.40714205 0.45570718
 0.41560304 0.43378425 0.48281585 0.53970334]","[0.00801826 2.87462711 0.05010939 0.03129244 0.04726553 0.28255343
 0.06652832 0.06252694 0.06295204 0.10980248]","[0.         1.66082478 0.01836491 0.01566434 0.03122544 0.03124976
 0.03528047 0.03127289 0.02567768 0.06252885]","[0.         0.6996789  0.00805926 0.0156281  0.         0.01562142
 0.01562238 0.         0.         0.01561666]"
61,10,gaussian,"[ 0.12250607 -0.04593381 -0.09689046  0.06116569  1.10670494 -0.00880712
 -0.24237683 -0.03322093 -0.89809489  0.72783557]","[0.11838632 0.10451466 0.09058131 0.13577785 0.10002368 0.13247033
 0.04542481 0.23609729 0.08818419 0.28797158]","[0.44080684 0.44774267 0.45470935 0.43211108 0.44998816 0.43376484
 0.4772876  0.38195135 0.45590791 0.35601421]","[0.72384858 0.23366356 0.05139256 0.04279375 0.06290746 4.5455339
 0.03172708 0.28214979 0.03228259 0.17272091]","[4.13585901e-01 8.02540779e-03 2.01466084e-02 4.27937508e-02
 2.11410522e-02 3.34996676e+00 0.00000000e+00 2.41872311e-01
 1.01447105e-03 1.09815359e-01]","[0.01764083 0.20198894 0.01562214 0.         0.01562691 0.65791416
 0.01562285 0.03125334 0.01568007 0.04727674]"
62,10,gaussian,"[-0.04197607  0.20720742 -0.16392397  0.03671929  0.78886041 -0.06006084
  0.09816417 -0.27999774 -0.21918903  0.04198333]","[ 0.14209474  0.10434998  0.10329984  0.04607905  0.01024968  0.03500494
  0.15144371  0.13840092  0.09498201 -0.03608807]","[0.42895263 0.44782501 0.44835008 0.47696048 0.49487516 0.48249753
 0.42427815 0.43079954 0.45250899 0.51804404]","[0.01562405 0.10981131 2.93958092 0.0313158  0.04732609 0.04687405
 0.03167987 0.03127456 0.04730344 0.18795013]","[0.         0.01766634 1.63810539 0.0313158  0.01964235 0.03124118
 0.         0.01565433 0.01604462 0.15667963]","[0.         0.04527426 0.77133369 0.         0.01566267 0.01563287
 0.01815629 0.01562023 0.01562572 0.01562667]"
63,10,gaussian,"[ 0.161334   -0.15411203 -0.18323707 -0.20023572  1.03247072  0.05638673
  0.14954073  0.15556153 -0.36215348 -0.36280128]","[0.17962038 0.15117822 0.1417031  0.03571321 0.17150628 0.18035261
 0.06714721 0.07682318 0.01002207 0.10667334]","[0.41018981 0.42441089 0.42914845 0.4821434  0.41424686 0.4098237
 0.46642639 0.46158841 0.49498896 0.44666333]","[0.01566887 0.09418869 2.68327999 0.04687262 0.04733849 0.03125525
 0.06306458 0.07856202 0.04687595 3.28223562]","[0.         0.         1.76243973 0.         0.01564455 0.
 0.04692197 0.03167176 0.01562524 2.18955374]","[0.         0.08316112 0.52340484 0.         0.01605535 0.
 0.01614261 0.03124428 0.01562476 0.71111417]"
64,10,gaussian,"[-0.10646998 -0.63755128  0.1294184  -0.05121435  0.51074165 -0.43567964
  0.20387254 -0.2526512  -0.37812736  0.53967187]","[0.19168933 0.13497083 0.14772948 0.18322687 0.17575219 0.13095708
 0.20095168 0.07815562 0.07920146 0.03521749]","[0.40415534 0.43251459 0.42613526 0.40838657 0.4121239  0.43452146
 0.39952416 0.46092219 0.46039927 0.48239125]","[0.01562667 0.06296039 0.01563048 0.03167129 3.22412157 3.59909225
 0.07854104 0.07815337 0.016047   0.04687333]","[0.         0.0312922  0.         0.         2.07570004 2.51421928
 0.05438685 0.04690123 0.016047   0.03124928]","[0.         0.01202416 0.01563048 0.         0.52367496 0.47038269
 0.02415419 0.01562285 0.         0.01562405]"
65,10,gaussian,"[ 0.18985998  0.02469936 -0.20241226  0.04165439  0.80035958 -0.41540726
 -0.22779219 -0.02587533 -0.47218977  0.4582658 ]","[ 0.19994727  0.18720276  0.18313843  0.16770971  0.09428116  0.14650451
  0.06420476  0.15927616 -0.01555984  0.04504081]","[0.40002636 0.40639862 0.40843078 0.41614515 0.45285942 0.42674775
 0.46789762 0.42036192 0.50777992 0.4774796 ]","[0.0206387  0.15672493 3.94178843 0.0469048  3.64608669 0.06250525
 0.0629487  6.4716928  0.09419107 0.06251383]","[5.01751900e-03 7.81512260e-02 2.70038581e+00 3.12795639e-02
 2.49540281e+00 0.00000000e+00 6.51884079e-03 5.12739682e+00
 7.85629749e-02 4.68904972e-02]","[0.         0.03168058 0.57721925 0.         0.71627927 0.03125286
 0.05642986 0.71756315 0.         0.01562333]"
